,clean_text,sentiment
5276,barang sesuai display dan pengiriman cepat,positive
5277,barang dah sesuai pesanan dan pengiriman cepat cuman blm di buka packig nya ,positive
5278,respon penjul sangat cepat,negative
5279,thnk s gan barang dh sampai sesuai dengan pesanan ,positive
5280,barang sudah sy terima awalnya sy ragu barang akan sampai hari sabtu trms tokopedia dan anshopp,positive
5281,baguuuuuuuuuuuuuusssssssssaa ,negative
5282,lumayan llh sesuai harga,positive
5283,cepat sampai baranf sesuai pesanan,positive
5284,klo hp nya di cas ga masuk tpi sekali nya di cas pnuh trus di pke buat sms sekali lngsung ngedrop ,negative
5285,barang bagus sesuai di gambar,positive
5286,barang nyampe di packing rapih tpi kualitas sangat kurang saat telpn kecil suaranya kecil padahal volume udah maksimal di pasang headset juga suka mati jika di sentuh produk masih blm bisa di recommend,negative
5287,barang sudah diterima packing nya rapi terimakasih,positive
5288,pesan warna biru sudah di konfirm sm seller nya ternyata yg dikirim hitam disappointed,negative
5289,barang mendarat dengan amat sangat baik packing rapi bener langsung dipake hari itu juga terima kasih semoga awwet barangnya ,positive
5290,bos knp jaringannya ga conect ketika sudah masuk sim card gmn solusinya ,negative
5291,barang diterima dengan baik packing rapi ,positive
5292,pengiriman lama pake banget pas dateng hp kyk kegores di layar speaker pecah suara tlp kecil pdhal sdh maksimal di settingannya colokan headset g bisa kepake g rekomended,negative
5293,bagus datang a sesuai pesanan ,positive
5294,tidak sesuai warna diskripsi yang disepakati,negative
5295,kualitas produk okei barang good paking aman recomended,positive
5296,barang sdh diterima dgn kondisi baik thx gan ,positive
5297,mungkin karna supercopy ya tapi lumayan puas n cepet responnya moga awet thanks gan,positive
5298,makasih ka barang y udh nyampe smua normal buat hari ini mudahan seterusnya awet ,positive
5299,thx ya smoga awet barangnya,positive
5300,barang sudah sampai gan terima kasih dan sukses selalu jualannya ,positive
5301,produk sangat buruk tidak bisa buat telpon dinyalakan menit lgsg mati lagi,negative
5302,maaf barang untuk slot simcard tdk bisa konek terhubung jaringan baterai sudah dicas cepat habis kalau mau diretur bs ga ya makasih,negative
5303,terima kasih atas kiriman nya barang sesuai permintaan warna hitam pokoknya puas dah,positive
5304,barang dikirim sesuai pesanan mantab gan,positive
5305,setelah berkendala dengan slot sim card akhirnya berfungsi dengan baik makasih om ,positive
5306,hape bekas atau hape kw ya semoga usahanya berkah amin,negative
5307,barang sudah diterima cukup responsif cs nya hp berjalan normal ,positive
5308,sudah sampai gan tapi yg daptnya hitam bukan merah,negative
5309,ga sama dengan gambar,negative
5310,makasih gan barangnya udah nyampe walau harus menunggu beberapa hari lamanya ,negative
5311,makasih gan barang sudah sampai,positive
5312,gan ko gabilang klo ini kw dikirain harganya murah karena keluar model baru ,negative
5313,respon penjual sangat bagus terhadap permintaan konsumen bravo,positive
5314,barang ok tolong di perhatikan pesanannya karena saya pesan warna putih merah kenapa yang datang hitam tp ya gpp ,negative
5315,warna yg d pesan tdk sesuai,negative
5316,trimakasih telah sesuai pesanan ,positive
5317,barang sudah mendarat dengan selamat terima kasih,positive
5318,makasih hp sdh smpe dan b fungsi,positive
5319,barang murah kualitas sesuai,positive
5320,barang sesuai pesanan kemasan ok cuma kurir nya aja yg lambat,positive
5321,sesuai dgn hrga kurir jne paling jelek service tuk customer ,positive
5322,barang sampai dgn baik packaging sangat ok ,positive
5323,bagussssssssssssssss,positive
5324,terimakasih barang sudah diterima ,positive
5325,barang sesuai dgn yang diinginkan,positive
5326,sip sip sip sip barang dateng cepet,positive
5327,baik klu cepat laku saya bli lagi,positive
5328,barang ok berfungsi bagus semua mudahan awet thanks ya,positive
5329,barang bagus tapi pengiriman agak lama ,positive
5330,barang sesuai pesanan lngsng aktif tanpa kendala ,positive
5331,sesuai pesanan respon cepat,positive
5332,terbaik sukses terus,positive
5333,barang ok tepat cepat dan respon baik terima kasih y ,positive
5334,sesuai harga laahhh ,negative
5335,paketnya sesuai deskripsi,positive
5336,barang sudah saya terima terima kasih kak ,positive
5337,bodi belakang lecet cat nya kurang rapih semoga awet ,negative
5338,produk blm memuaskan tapi tetap bekerja dgn baik,negative
5339,sesuai pesanan dan cepat sampai ,positive
5340,barang baik kemasan rapi,positive
5341,barang udah sampai dengan baik semua berfungsi dengan baik packing rapi,positive
5342,terimakasih barang sudah sampai sesuai deskripsi packing rapih ,positive
5343,udah beli x amp kualitas barang ok respon penjual cepat pengiriman cepat amp dikemas rapi rekommended,positive
5344,baik dan sesuai kepuasan pelanggan adalah yg paling penting ,positive
5345,barangnya mantul banget ,positive
5346,barang sesuai yang diharapkan packing rapi,positive
5347,barang telah diterima dengan baik semoga awett,positive
5348,bagus responcepat walaupun sampe molor sehari ,positive
5349,rapi pengiriman cepat thx,positive
5350,sesuai harga dan description,positive
5351,hp tiruan yang sama cuma bentuk sama merek aja isi nya zoonk,negative
5352,sesuai dengan deskripsi bagus,positive
5353,mantapppppppppppppppppppppllll,positive
5354,barang bagus sangat memuaskan,positive
5355,pelayanan cepat amp ramah barang sesuai deskripsi semoga awet,positive
5356,good service and excellent,positive
5357,alhamdulillah sudah sampai terima kasih manteb banget sukses selalu semoga awet dan tahan lama,positive
5358,ada harga ada kualitas,positive
5359,barang sesuai dg pesanan makasih bosss semoga lancar jaya slalu ,positive
5360,mantap dan keren sangat memuaska tapi mau nya respon toko lebih di tingkat kan lagi,negative
5361,barang dah sampai sesuai deskripsi berfungsi dengan baik paking mantab terimakasih,positive
5362,baik amp mantap sukses gan ,positive
5363,terimakasih hp mendarat mulus,positive
5364,barang datang sesuai pesanan handphone nya juga normal gak ada kendala top lah,positive
5365,handphone berfungsi dgn baik thanks,negative
5366,warna sesuai dengan foto dan deskripsi produk yang dijual,positive
5367,barangnya oke sesuai pesanan and semoga awet next bakal bli dsni lg kak ,positive
5368,sesuai harga ,negative
5369,proses cepat dan pelayanan ramah,positive
5370,respon cepat kualitas barang sesuai diskripsi,positive
5371,kualitas brg bagus tidak ada cacat sedikitpun warna sesuai request dan respon penjual baik packing rapi ,positive
5372,mantap spokonya barangnya,positive
5373,barang udah nyampe tepat waktu barang di pak rapi ,positive
5374,sesuai keinginan ,positive
5375,barang yg di kirim seauai yg ada di gambar,positive
5376,siiip bagus barangx juga bagus semoga toko pedia berjayaaa,positive
5377,mantulll sdh x nya ngorder di toko ini makasih gan mngkin kl order banyak bs kasik potongan yaa next hehee,positive
5378,produk bagus pelayananny kurang bersahabat,positive
5379,mantul si merah ceria semoga awet top supercopy,positive
5380,respon cepet kirim nya juga cepet barang bagus pesen satu lagi buat mami ,positive
5381,mantul suka banget sama produknya rekomendasi kalo smartphone biasa kegedean ditangan kalo cuma buat nelfon doang oke,positive
5382,ok makasih barang baik dan sukses selalu,positive
5383,barang telah diterima sesuai pesanan,positive
5384,selalu puas belanja disini semoga selalu mengutamakan pelayanan pelanggan kecepatan pengiriman sukses sll ya ,positive
5385,produk sesuai packing rapi puas,positive
5386,barang sampe sesuai pesanan alhamdulillah berfungsi dengan baik trima kasih,positive
5387,barang sdh diterima sesuai pesanan thanxs gan,positive
5388,barang sudah di terima sesuai deskripsi dan bagus berfungsi semua,positive
5389,thank you so much semuanya sempurnaaa ,positive
5390,barang sesuai yg dideskripsi bubble wrap nya tebel charger dan hp nya utuh di dalem box tanpa ada cacat mulus bgt tp proses agak sedikit lambat mungkin krn lg ada demo dmn tp overall udh ok bgt,positive
5391,hpny sdh sampai ya kak thanks kak ,positive
5392,packaging aman hp nya juga mulus makasih,positive
5393,mantep laa aman ada segel batrenya ada cukup untuk harga barang dan kualitasnya,positive
5394,barang sesuai foto dan bagus,positive
5395,speaker tlponnya rusak loh gan makasih,negative
5396,ya oke la ma kasih shop produk bagus,positive
5397,trimakasih barang sudah sampai semoga awet,positive
5398,recommended barang ok brayyy cuma mas kurir payah masa g ad tlpn pas ane tlpn katanya gk bs nemuain alamat alhasil ane suruh jemput tu barang di kantor cabang ,positive
5399,puas banget barang sesuai dgn deskripsi,positive
5400,hp tidak berfungsi sama sekali,negative
5401,bagus qo ini hp amp charger beserta dus nya ,positive
5402,beli pc ok lagi suara masuk ada suara keluar ngak ada tidak di cek brg nya sebelum kirim,negative
5403,cepat sampai makasih,positive
5404,mantap gan moga lancar trus makasih gan pelayanannya enak respon cepat ,positive
5405,warnanya sesuai dengan pesanan realpict packinganya rapi sehingga barangnya aman dan tdk lecet,positive
5406,barang sdh tiba tks tokopedia,positive
5407,harga kualitas lumayanlah ,positive
5408,pokoknya oke bangat barang normal,positive
5409,barang sdh sampe trs pesan sdh penuh knp tdk bs di hapus ya ,positive
5410,barang sudah diterima semoga awet hp nya ,positive
5411,harga termasuk kualitas over all ok,positive
5412,lihat rating aja ya gan fast respon pengiriman cepat barangnya juga rating ,positive
5413,brangx udh smpe cepet jga dtengx tpi syg ko hpx gx bisa nyala pas dcas,negative
5414,colokan hp sama chargernya beda ,positive
5415,puas belanja disini tidak mengecewakan thnks,positive
5416,lumayanlah sesuai harga ,positive
5417,packing rapi barang sesuai deskripsi isi hp amp charger semoga awet,positive
5418,mantullllllll ,positive
5419,barang sesuai gambar sangat recommended terimakasih,positive
5420,sesuai pesenan harga bersaing,positive
5421,barang sesuai deskripsi paking rapi mantap,positive
5422,brg bgs aman dan kurir lambat,positive
5423,lumayan buat menghubungi ringan dikantong,positive
5424,lumayan lah hp nya ckp buat ortu yg ckp tlp dan sms saja,negative
5425,produk baru seminggu udh mati gimana sih,negative
5426,barang bagus cepat sampai jg awal nya blm bs ngecharge lepas batere br bisa sellernya komunikatif bngt mksh,positive
5427,makasih ya sis barang sudah sampee senng rasanyaa bs jd langanan lah,positive
5428,mksh barang sdh sampai sukses sllu,positive
5429,mantap barang berfungsi dengan baik terima kasih,positive
5430,sampai dan langsung test sesuai harga tidak mengecewakan ,positive
5431,bagus tp volume krg kencang ,positive
5432,uda okelah utk harga segini,positive
5433,hp rusakk pedagang diam,negative
5434,barang sesuai pesanan sampai dalam kondisi baik packing rapih recomend seller ,positive
5435,respon cepat good seller yg lain biar bintang yg bicara ,positive
5436,barang bagus gan dan pengiriman cepat,positive
5437,packing rapih sesuai pesanan produk bekerja dengan baik,positive
5438,rekomen banget seller nya fast respont terima kasih,positive
5439,mancaplah pokoke packing rapi pengiriman cepat kurir ramah barang sesuai pesanan langsung pake recomendedlah ppkoke,positive
5440,barang sudh sampai pengiriman cepat terima kasih,positive
5441,barang sudah smpai gan utk saat ini berfungsi dngn baik ,positive
5442,tidak bisa nyala hpnya gk mau nyala,negative
5443,sssiiiiipppp produk bagus dan sesuai thx ,positive
5444,mantaf barang sesuai dengan gambar,positive
5445,terima kasih barang telah sampai,positive
5446,barang cepat sampai recommended seller lah ,positive
5447,tksssssssssssssssssss,positive
5448,good product always succes ,positive
5449,barang nya sesuai mantep puas dah namun pengiriman aga lama guys buat abang nya lebih di perhati in lagi ya pengiriman nya kalau masalah barang udah lakh top ngausah ragu di jamin sesuai ko sama sama deskripsi hatur nuhun,negative
5450,barang sersuai pesanan ,positive
5451,lumayan bagus pengiramnya cepat recomendasi banget,positive
5452,barang bagus sesuai diskripsi pengiriman cepat terimakasih gan,positive
5453,mantap barangnya tapi lebih bagus lagi kalau disertakan headset nya biar g perlu cari lagi hehehehe trims sebelum nya,positive
5454,barang bagus kemasan rapi cepat sampainya ,negative
5455,barang diterima dengan baik,positive
5456,pengirman cepat sampai barang sesuai pesanan recommended seller,positive
5457,saya kira sampenya besok ternyata hr ini udh smpe semoga awet mksh ya ,positive
5458,barang sesuai pesanan packing baik recomenede seller,positive
5459,barang sesuai pesanan tq,positive
5460,produk untuk hp nya baik dan bisa nyala hanya saja chargernya tidak bisa rusak karena pake charger yang lain bisa kemungkinan produk bermasalah dan saya kecewa ,negative
5461,bagus dan terpercaya terjamin,positive
5462,good terima kasih kerjasamanya ,positive
5463,paling rapi barang sesuai,negative
5464,ukuran dan warna sesuai,positive
5465,retak dikit ,positive
5466,warna sesuai n brg dpaket dengan rapi,positive
5467,terimakasih toko pedia barang sesuai psnn paking rapih gooooddd,positive
5468,packing rapat bagus barang sdh ditest berfungsi dengan baik,positive
5469,kurang memuaskan gak bisa dicass hp nya ,positive
5470,barang diterima bungkus ok trims,positive
5471,ada cacat sedikit tapi gpp semoga awet,negative
5472,barang mirip dengan asli tp suara dering nya kecil sekali agak kecewa sih krn sy kira samsung asli,negative
5473,pesanan lebih cepat dari perkiraan packing aman dan rapi,positive
5474,mirip asli dicek sudah nyala semoga awet,positive
5475,mantap kiriman juga cepat sampai ,positive
5476,barang udah sampe cuma dibagian tutup batre deket lipatannya renggang gak ada buku panduannya sinyalnya susah banget ,negative
5477,semoga hp a baik aja ya puas ko ,positive
5478,saya senang produk nya dipaketkan dg rapi dan tidak ada cacat recommended ,positive
5479,produk bagussss tapiiiii setting tidak bs gnt bhs lain ,negative
5480,sayang banget pas baru di buka casing nya ternyata udah pecah gan overall good aja sih,positive
5481,sesuai pesanan pengiriman cepat recomended,positive
5482,barang sesuai pesanan pengiriman cepat recommended seller,positive
5483,respon cepat tapi sayang casing bagian belakang ada yg pecah,negative
5484,terimakasih barang nya cepat sampai,positive
5485,hoke mantaaaaaaap pokoknya,positive
5486,sesuai dengan pesanan barang,positive
5487,sukaaaaa harganya juga murah bgt,positive
5488,pengiriman cepat barangnya mantap smg awet ,positive
5489,barang sudah diterima thankss,positive
5490,barang bagus dan fungsi normal dgn baik ,positive
5491,barang sesuai permintaan,positive
5492,terimakasih barang sudah di terima sesuai dengan pesanan ,positive
5493,barang diterima dalam waktu cepat dan kondisi baik ,positive
