,text,sentiment
1854,"Respon penjual cepat, sampe nya pun cepat",positive
1855,"fast respon,packing rapi,ukuran pas,pengiriman cepat. Pokoknya recommended 👍👍",positive
1856,Paket udh smpe n tdk mengecewakan sm skl👍👍👍👍👍👍,positive
1857,Lumayan sesuai harga dan picture. Thx,positive
1858,"Keren,  cocok sesuai dg budget",positive
1859,Ukuran dan warna sesuai dengan foto dan deskripsi produk yang di jual,positive
1860,Dengan harga segini udh lumayan bgt .. thanks gan !,positive
1861,"Barang udh sampe, makasih 🙏",positive
1862,Puuaaasssssssssssssss,positive
1863,"Mantul! Respon cepat, service oke,  order malam, siangnya udh sampai pdhl cm pakai reguler.  Makasiih Kakaa...",positive
1864,Mantap mantap mantap mantap,positive
1865,Nice sesuai harga tp overall mantaplah,positive
1866,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,positive
1867,Kualitas mntap penjual ramah fast respon pengiriman cepat ..buruan order sblum stok habis,positive
1868,"Uk 43 nya kecil kaya bukan 43, pengirimannya lumayan cepat",negative
1869,Produk sesuai deskripsi,positive
1870,mantap tawwa sepatunya bos ka,positive
1871,ok...…………………………………………………...,positive
1872,Puasssssssss bangetttt,positive
1873,Bagus juga n sesuai dgn harganya,positive
1874,Barang sdh sampai ..  mantap sesuai pesanan,positive
1875,"respon bagus, kirim cepat...barang ok",positive
1876,Bagus...sangat bagus..sesuai harga...pelayanan &amp; responnya juga baik...rekomended seller..,positive
1877,Ukuran lebih kecil dari ukuran normal.,negative
1878,sesuai dengan deskripsi,positive
1879,"barangnya br sampai, maaf gan sy ga tau kualitasnya, krn sy kirim u/ kado..
sukses u/ lapaknya",positive
1880,"Fast respond.
 Barang sesuai.. thx",positive
1881,"Barang sampai cepat, sesuai dgn gambar, penjual fast respond",positive
1882,"Barang sesuai deskripsi respon cepat,barang nya bagus,terimakasih..puas banget..",positive
1883,"Barang nya bagus, keren, recommended banget",positive
1884,"Pengiriman cepat, barang bagus..suka dech",positive
1885,"Produk sesuai dg harapan. Bagus, murah dan respon cepat. 👍",positive
1886,Reccomendef seller next mau order lagi fast respond lagi,positive
1887,Barang nya pass sama yg di inginkan 🙏,positive
1888,"Produk ok, respon ok, pengiriman ok, packing ok. Mantap sukses terus gan",positive
1889,Barang udh sampe dgn selamat,positive
1890,Ya untuk harga segini lumayan lah..tp dibagian belakang sepatunya mhn potongan nya dirapihkan biar oke,positive
1891,Warna sesuai dengan yang di foto,positive
1892,"respon seller cepat, barang overall oke, mantap!",positive
1893,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,positive
1894,Ok.....................,positive
1895,Fast respon produk good quality recommended bgt lah,positive
1896,lumayan tapi belum di coba,positive
1897,kereeeen bgt baguuuus kualitas dan harga,positive
1898,"Barang sesuai spt yg diharapkan,makasih yah....sukses selalu......",positive
1899,Kualitas barang bagus sesuai harga .. 😁😁,positive
1900,"Rekomen seler pokoknya,,fast respon,,bintang lah yg berbicara",positive
1901,"Barang sesuai dengan deskripsi , recommended lahh",positive
1902,"Seller super duper fast respon, gosend fast delivered, product cool, bocah ane jingkrak2",positive
1903,Good quality . . barang bagus respon cepat . langganan lagih kayanya,positive
1904,Respon cepat dan barang sampai dengan baik,positive
1905,"Barang sudah sampai, bagus dan tidak mengecewakan😊",positive
1906,Pengiriman secepat kilat brooo..muantabs,positive
1907,Bagus barangnya sesuai ekspektasi,positive
1908,harga segitu mah goooddd,positive
1909,"Kualitas yg baik dan bagus, Sesuai deskripsi. Terimakasih banyak kaka:))",positive
1910,"Barang buaaggussss tenaannn...cuma sayang ukurannya kurang naik 1 nomer, utk yg biasa pake nomer 43 pesan uk 44 aja yaa",positive
1911,"Mantap, sesuai Etalase, recomend..",positive
1912,Sesuai dengan deskripsi. Respon seller sangat cepat. Recommended. Good seller,positive
1913,"Barangnya oke, sesuai deskripsi...",positive
1914,"Barang size standar indo. no.44 pas banget di kaki tanpa kaos kaki, pengiriman super cepat hanya sehari,padahal reguler. Ok",positive
1915,"Kualitas sesuai dengan harga, lumayan lah bagus barangnya",positive
1916,"Produk bagus, pelayan baik",positive
1917,Let the stars talk.. Fast.. Kualitas sesuai harga,positive
1918,Mantap sesuai gambar💪💪,positive
1919,"Ukuran sepatu pas, seller yang responsif, dan recommended seller",positive
1920,"Barang bagus....hanya sz 44 nya kecil, deskripsi ukuran sebaiknya dicantumkan.Terima kasih.",positive
1921,Secara style nilai 4. Tp dgn harga segini gw bisa dpt di payless dgn quality yg jauh lebih baik meskipun style kalah. Untuk standar size jg kekecilan. Sepatu kiri tdk sama dgn yg kanan jahitan karet  lebih kecil yg kiri shg bikin kurang nyaman dipake. So quality gw rate 2. Overall nilai 3.,negative
1922,"Mantap, harga murah tapi kualitas ga murahan",positive
1923,Mantap recommended bgt bonus kaos kaki,positive
1924,...........................................................................,positive
1925,Barang sudah saya terima dengan baik... bagus good recomended bgt.,positive
1926,"Barang sesuai ekspetasi ,bonus kaos kaki lagi ,thanks.",positive
1927,Sesuai sih dgn harga tp ukuran 42 nya terlalu kecil..,positive
1928,Produk sesuai harga ...uk lebih kecil dari SNI....pengiriman cepat mantab,negative
1929,"Mantap packing bagus dan rapi sesuai pesanan,  sepatu nya pas &amp; nyaman",positive
1930,Produk bagus dan stylis,positive
1931,"Puas, dapet free kaos kaki.",positive
1932,cuma kurir pengirimannyaa harus di tingkatkan lagi. bikin kecewa.,negative
1933,Makasih loh barang sesuai pesanan dan apik sekali dalam pengemasan nya dapet free kaos kaki pula makasih rekomend banget deh,positive
1934,"Sesuai gambar, pengiriman cepat",positive
1935,"Mantap sesuai pesanan , 👍👍",positive
1936,Barang melebihi ekspetasi...dpt bonus kaos kaki jg....order lg ahhh,positive
1937,"Sesuai gambar, mudah2an awet",positive
1938,Pesanannya sudah sampai... saya sangat puas... 😎,positive
1939,"Meski dari jauh, pengiriman cepat
Harga murah, kualitas ajibbb",positive
1940,"Ok mantap,maju terus buat toko ini",positive
1941,"Mantab pas di kaki nyaman..
saran buat pembeli. Biar gak kekecilan tambah 1 size. Misal uk kaki 41 beli aja yang uk 42.",positive
1942,Produk bagus sesuai dgn harga.,positive
1943,Sepatunya enteng dan nyaman di kaki,positive
1944,Kualitasnya bagus dan nyaman di kaki,positive
1945,Brg sdh saya terima cuma agak lama pengirimannya sampai,positive
1946,barang nya mantap good pokonya lumayan sepatunya bisa buat main sama pacar wkwk,positive
1947,"Sesuai gambar harga ok, cuma utk yg beli nanti klw biasa pake sepatu untuk lebihkan 1 no, harusnya 43 nich Krn size pakai 42 pas aja, overall keren dan bahan lentur",positive
1948,"Barang sesuai deskripsi, namun proses pengiriman lambat (order hari sabtu, dikirim hari senin), kurir on time, thanks.",positive
1949,Barangnya udah sampe gan. Mantap pas pisan hatur nuhun,positive
1950,"good seller, fast respon dan produknya sesuai digambar cuman packingnya kurang rapih jadi pada penyok kardusnya",positive
1951,"Barangnya mantap, maju terus untuk brand lokal..jaga mutu dan kualitas produknya",positive
1952,"Barang bagus sesuai ekspektasi. kardusnya doang rusak, tapi sepatu aman.
Recommended 👌",positive
1953,"Terima Kasih. 🙏😊 
Barang mantapp Ane suka.",positive
1954,Mantap boss dari kulit apa bahan ny bos,positive
1955,"Bagus, rapih pengiriman cepat. Makasih",positive
1956,"QC barang bagus,semuanya bagus, pengiriman cepat. Good job. Terima kasih.",positive
1957,Proses  cepat paking rapi,positive
1958,Kualitas oke padahal murah banget lho,positive
1959,sesuai dengan deskripsi.......,positive
1960,"Packing rapih, Barang sesuai dgn pesanan. Barangnya Top abisss. Puas banget",positive
1961,Respon cepet barangnya bagus mantep deh👍👍,positive
1962,Barang sesuai dengan harga mayan buat kerja,negative
1963,Mantap laah........................,positive
1964,"Barang bagus brooo....
Ukuran pas, nyaman di kaki jugaaa",positive
1965,"fast respons, barang sesuai deskripsi, pelayanan memuaskan, recsell",positive
1966,"Apakah sepatunya boleh di retur? Kualitas bahan kanan dan kiri berbeda, tebelnya beda, tinggi nya juga beda",negative
1967,"Lumayan bagus.. Tapi udah order no 44, berharap pas
Ternyata agak sedikit sempit ya, buat anakku 
So far so good lah...",positive
1968,"Barang sudah sampai, recommended seller, fast respon dapet bonus pula 👍👍",positive
1969,"Barang Ok.
No Kardus.
Respon Ok",positive
1970,"kualitas sepatunya enggak kalah ama yg 500ribu - sejutaan, cuman saran ajah nih, tolong untuk sellernya kasih rekomendasi naik satu ukuran untuk ke pembeli ... takutnya kekecilan seperti saya",positive
1971,"Sesuai gambar bahan ok, gluing rapih, seller responsif. Harga ok banget. Minusnya cm insole tipis &amp; ga nempel",positive
1972,Produk bagus.packing standar.pengiriman cepat.penjual ramah.recommended store,positive
1973,"Sesuai gambar dan cepat sampai... 
Terimakasih gan 🙏🙏",positive
1974,Barang bagus sesuai pesanan,positive
1975,barangnya bagus 👍👍,positive
1976,"Di photo tali sepatu putih, tapi yg datang hitam, tapi rapopo.. Sebaiknya di tulis dk keterangan gan, biar semua yv beli g kaget pas dtg barang..",positive
1977,Bagus sesuai harapan....,positive
1978,"Fast respond, highly recomended, makasih..",positive
1979,"Tks ka brg sdh sy terima dan sesuai gambar semoga awet d pakainya,  selamat dan sukses selalu kaka",positive
1980,Barang bagus end memuaskn,positive
1981,"Pengiriman cepat, packing bagus sayang warna yg dikirim tdk sesuai dgn permintaan. Padahal sdh di chat utk konfirmasi warna 😂😂",positive
1982,2019 ganti presiden......,positive
1983,"Produk sesuai dengan deskripsi, packing rapi, servis penjual cepat dan memuaskan.",positive
1984,Mantap...dua kali pesan..dua-duanya baguuus..,positive
1985,Ma kasih...murah murah barangnya..tp bagus....ma kasihhhh...,positive
1986,barang sesuai dan cepat sampai,positive
1987,Josssss sesuai deskripsi barang oke....!,positive
1988,Fast responnse. Barang agak lama sampainya,positive
1989,"Top bgt ... Sesuai deskripsi , packing rapih ... good seller ... t
Makassiihhhh ...",positive
1990,Mantapp banget barangnya,positive
1991,Packing sangat baik.. Barang sudah diterima.. Makasih,positive
1992,"Barang sesuai gambar , fast respon dan tepat waktu",positive
1993,"Sesuai keinginan, cepat dan tepat",positive
1994,"rak nya bagus, lebih bagus lagi sepatu saya",positive
1995,Keren..fast respon..moga tambah sukses,positive
1996,"Kalo dibandingin gambar dgn asli, hasil jadinya ga serapi dan sekenceng yg ada di gambar. Berfungsi baik ya sepertinya. Cukup kokoh dan stabil. Oke lah harganya kan jg ga mahal2. Sarannya kalo mau pasang baiknya pake sarung tangan deh. Pegel jg jari masukin tiang2nya. Banyak cuiii..",positive
1997,Barang sesuai pesanan... Seller ramah dan fast response..... Packing rapi,positive
1998,"barang bagus, cepat sampai, recommended",positive
1999,Barang sudah sampe proses cepat thanks,positive
2000,"Mantap, sepatu jadi ga berantakan lagi",positive
2001,Pengiriman cepat banget dan barangnya juga okay. Bagus buat yg punya koleksi sepatu banyak biar rapi.,positive
2002,Barang sesuai deskripsi. Seller fast respon. Pengiriman cepat,positive
2003,josssssssssssssssssssssssssssssssssssssssssss walaupun disuruh ngerakit sendiri 🤣🤣🤣🤣,positive
2004,"sesuai, keren, packing rapi, fast reaspon. ty",positive
2005,Kualitas Barang Sesuai harga,positive
2006,Real pick. Bahan lebih tebal,positive
2007,"Alasnya kurang 1, tolong di perhatikan kedepan nya pelayanan lebih baik, Mksh 🙏",positive
2008,"sudah terpasang dan kualitas ok sesuai harga, mantaap",positive
2009,Produk.bagus pengiriman jg ok,positive
2010,Barang sesuai deskripsi. Fast respon seller ...,positive
2011,Sudah sampai namun belum dipasang semoga sesuai harapan.,positive
2012,Produk sesuai deskripsi dipaketkan rapi Recommended lah !!,positive
2013,Mantul tul tul tul mantul,positive
2014,"Nice packing rapi, produk sesuai harga",positive
2015,Lumayan dahh..........,positive
2016,Baguuuuuuuuuuuuuuuuuusss....,positive
2017,Pesan barang cepat bgt sampenya,positive
2018,respon ok...barang ok...toko ok makasih ya mantabbb,positive
2019,Mantaaappppp bagussss,positive
2020,Paling murah se tokopedia..pengiriman ceat..barang mantap,positive
2021,sesuai pesenan. Thanks,positive
2022,"barang sesuai gambar, mantap,.. terimakasih",positive
2023,Pesan warna marooon yg sampe coklat...jd kecewa deh...pengiriman cepat,negative
2024,"Pengiriman cepat,barang sesuai gambar dan respon admin ramah",positive
2025,PENGIRIMAN CEPAT...............,positive
2026,"Ahamdulillah jgn ragu beli di toko ini, barang sesuai permintaan dan tidak mengecewakan 👍",positive
2027,"Sudah beberapa kali repeat order, selalu ok baik dr pengiriman dan kualitas brg",positive
2028,"Warna Sesuai dengan pesanan,pemasangan mudah,mau kasi saran aja untuk pabriknya coba aja kalo kakinya lebih tinggi pasti lebih bagus,thanks",positive
2029,"Brg nya dh sampe trm ksh tpi blm d buka,semoga bgs brg nya dan semoga awet",positive
2030,"Respon cepat, brg sesuai gambar dan ok",positive
2031,"Barang bagus, sesuai pesanan. Terimakasih.",positive
2032,Brng sy pesan. Uang sy transfr tp brmg tdk sy trima. Jgn. Pesan pke wahana cargo. Tdk ad solusi dr toped ut mngembalikan uang saya,negative
2033,"Produk bagus. Pengiriman cepat
 Makasih",positive
2034,Barang nya bagus lah...,positive
2035,"Maaf baru kasih komen,barang,respon dan pengiriman oke.terima kasih",positive
2036,Mantapppp packing rapi dan sameday,positive
2037,Efektif dan cukup kualitas materialnya,positive
2038,Biarkan bintang yg menilai,positive
2039,Barang sudah diterima dengan baik sesuai orderan. Terima kasih,positive
2040,Sesuai display dan barang bagus,positive
2041,"Barang sudah sampai. Pengiriman cepat. Packing rapi. Produknya oke bgt, ngerakitnya gampang bgt. Sukses terus tokonya gan",positive
2042,Sesuai dengan deskripsi.. respon cepat,positive
2043,Pengiriman cepet. Respon cepet. Admin ramah. Kualitas produk bagus.,positive
2044,"Barang sampai, isi kumplit tidak ada cacat, recommended..",positive
2045,"Tidak sesuai permintaan warnanya. Pas di tanya, ngaku2nya udh chat kita ga jawab. Pdhl ga ada chat 👏👏",negative
2046,"Bagus sesuai gambar pemasangan sangat amat mudah tidak perlu keluar tenaga banyak&#34; ,fast respon seller sangat ramah thx u ;)",positive
2047,"Sukak sekali , terhitung produk murah tp ga murahan . Thanks",positive
2048,"Semua nya bagus,  dari pelayanan penjual dan kemasannya, barangnya baagguussss banget. Puas banget.
Makasih 😍",positive
2049,"Barang sesuai dengan gambar dan deskripsi, semoga awet..makasih",positive
2050,Barang sesuai pesanan dan tepat waktu,positive
2051,Good produck...pelayanan ramah,positive
2052,kemasan ok brg sesuai deskripsi dan harga. laris trus sis,positive
2053,"rak bagus sesuai gambar.
mantap deh thanks",positive
2054,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,positive
2055,"Barang sdh diterima, terimakasih",positive
2056,Barang sudah sampai gan tp blm sempet di bongkar..makasih yaa,positive
2057,Respon cepat mantaplah,positive
2058,Mantap barang sesuai dengan pesanan,positive
2059,"Bagus hasil nya, semoga awet dan hanya ada beberapa besi nya yg penyok dan ga bisa pakai grab pengirimannya.
Seller nya baik.",positive
2060,"Packing rapi, cepat sampai. Kerangkanya tidak cukup kuat jika sepatunya berat-berat",positive
